age,taille,sexe,niveau_activite,poids
18,176,Homme,Modéré,71.4
32,180,Femme,Sédentaire,68.0
28,140,Homme,Modéré,46.0
18,180,Femme,Actif,85.7
44,149,Femme,Modéré,53.5
30,194,Femme,Actif,91.9
18,143,Homme,Actif,46.8
37,174,Homme,Actif,53.0
55,149,Femme,Modéré,41.9
60,186,Femme,Modéré,80.8
16,150,Homme,Sédentaire,49.4
25,153,Homme,Sédentaire,54.6
25,177,Homme,Modéré,84.7
69,151,Femme,Modéré,55.1
42,184,Homme,Modéré,87.3
13,156,Femme,Modéré,54.2
13,155,Homme,Actif,47.0
48,174,Femme,Actif,66.1
49,141,Femme,Actif,38.9
26,150,Femme,Modéré,60.0
46,180,Homme,Actif,79.0
48,142,Homme,Actif,47.5
69,168,Homme,Sédentaire,72.6
61,157,Femme,Sédentaire,39.3
38,159,Femme,Actif,60.1
61,186,Homme,Actif,62.5
45,153,Femme,Actif,51.4
69,173,Femme,Modéré,63.0
47,188,Femme,Sédentaire,84.8
48,193,Homme,Sédentaire,84.5
59,170,Femme,Sédentaire,75.2
46,197,Homme,Actif,78.4
61,179,Homme,Modéré,77.3
44,181,Homme,Sédentaire,73.7
16,197,Homme,Sédentaire,66.3
36,157,Homme,Modéré,47.4
37,169,Femme,Actif,61.6
31,164,Homme,Actif,68.1
23,158,Homme,Sédentaire,58.4
16,147,Homme,Sédentaire,40.0
46,167,Femme,Modéré,60.2
31,147,Femme,Sédentaire,60.6
14,170,Femme,Modéré,64.5
64,142,Femme,Sédentaire,42.4
11,142,Homme,Sédentaire,47.3
36,183,Homme,Sédentaire,81.3
30,161,Femme,Actif,53.5
63,156,Femme,Modéré,57.2
47,175,Femme,Modéré,64.4
24,156,Femme,Actif,58.8
30,153,Homme,Actif,52.7
19,190,Femme,Actif,84.6
32,148,Femme,Modéré,43.2
67,169,Femme,Sédentaire,55.8
65,160,Femme,Actif,63.6
48,151,Femme,Actif,49.6
14,176,Femme,Actif,70.8
10,171,Femme,Sédentaire,61.6
22,150,Homme,Sédentaire,55.6
30,159,Homme,Actif,51.0
35,174,Homme,Sédentaire,65.4
59,192,Homme,Actif,89.8
54,186,Homme,Sédentaire,88.3
30,185,Homme,Modéré,69.9
62,150,Femme,Modéré,62.7
27,191,Femme,Sédentaire,83.7
46,147,Homme,Modéré,40.8
54,143,Femme,Modéré,47.3
41,166,Homme,Modéré,57.5
45,183,Femme,Actif,78.0
26,179,Femme,Sédentaire,70.1
44,177,Femme,Sédentaire,69.6
58,186,Femme,Sédentaire,66.6
69,169,Femme,Modéré,71.3
20,183,Femme,Actif,62.1
30,187,Homme,Sédentaire,65.3
61,187,Homme,Modéré,80.8
64,166,Femme,Actif,73.9
62,160,Homme,Actif,53.6
35,191,Femme,Sédentaire,87.9
13,159,Homme,Sédentaire,63.8
43,199,Femme,Modéré,96.8
61,143,Homme,Sédentaire,43.1
57,150,Femme,Modéré,42.1
69,152,Homme,Actif,35.5
27,148,Femme,Actif,46.5
49,143,Homme,Actif,52.2
44,151,Femme,Actif,42.5
50,148,Femme,Sédentaire,52.8
38,152,Femme,Sédentaire,44.2
61,187,Homme,Modéré,78.0
38,165,Homme,Modéré,65.7
47,177,Homme,Modéré,62.7
51,181,Femme,Modéré,73.7
30,152,Homme,Modéré,48.0
51,178,Femme,Actif,76.4
22,167,Homme,Actif,63.3
58,197,Homme,Actif,86.0
50,158,Homme,Modéré,66.6
26,163,Homme,Actif,63.7
65,158,Femme,Actif,49.8
18,188,Homme,Actif,76.8
50,152,Homme,Actif,50.3
10,152,Femme,Sédentaire,51.4
11,197,Femme,Modéré,114.8
69,167,Homme,Modéré,64.5
57,192,Homme,Sédentaire,58.6
38,141,Femme,Actif,40.5
42,149,Femme,Actif,36.0
19,161,Femme,Actif,54.5
59,152,Homme,Modéré,37.1
67,197,Homme,Modéré,75.2
69,148,Homme,Modéré,38.2
49,172,Femme,Modéré,68.5
30,153,Femme,Modéré,51.5
37,187,Femme,Sédentaire,80.1
20,159,Homme,Modéré,54.8
64,154,Femme,Actif,42.3
43,171,Homme,Modéré,68.8
17,172,Femme,Sédentaire,82.1
68,156,Homme,Actif,56.5
31,163,Homme,Sédentaire,55.1
17,169,Femme,Actif,50.6
58,152,Homme,Modéré,44.5
24,198,Femme,Sédentaire,91.6
26,186,Homme,Actif,87.2
69,187,Femme,Modéré,79.7
32,155,Femme,Actif,58.6
33,141,Homme,Sédentaire,48.0
54,156,Femme,Sédentaire,57.2
28,171,Homme,Sédentaire,58.6
14,182,Femme,Sédentaire,74.6
41,147,Femme,Modéré,42.0
53,191,Femme,Actif,80.4
10,142,Femme,Modéré,46.4
32,151,Homme,Sédentaire,61.6
46,159,Femme,Actif,45.7
17,155,Femme,Sédentaire,56.3
22,153,Homme,Modéré,61.9
17,155,Homme,Modéré,58.3
66,198,Homme,Modéré,96.0
32,192,Homme,Actif,87.6
52,188,Homme,Actif,91.5
10,182,Homme,Sédentaire,62.1
54,188,Femme,Actif,63.1
60,190,Homme,Actif,79.4
33,193,Femme,Modéré,57.8
44,172,Homme,Sédentaire,76.0
33,169,Femme,Modéré,73.3
26,198,Femme,Sédentaire,81.2
14,151,Femme,Sédentaire,47.6
29,154,Homme,Actif,51.7
30,157,Homme,Modéré,54.6
49,167,Homme,Actif,62.4
67,162,Homme,Actif,62.1
40,153,Femme,Actif,50.3
55,169,Homme,Sédentaire,70.9
45,172,Femme,Modéré,69.0
20,184,Femme,Modéré,68.3
61,154,Homme,Actif,61.7
24,146,Homme,Sédentaire,38.2
28,154,Homme,Modéré,51.5
16,191,Femme,Modéré,90.8
60,181,Homme,Actif,65.0
37,185,Femme,Sédentaire,78.5
60,177,Homme,Actif,74.0
52,185,Femme,Modéré,66.5
67,195,Homme,Sédentaire,82.8
14,196,Homme,Actif,82.7
14,193,Femme,Modéré,75.8
39,183,Homme,Actif,96.8
63,150,Homme,Actif,44.3
41,168,Homme,Actif,70.6
17,170,Homme,Sédentaire,60.2
19,164,Homme,Modéré,50.4
47,191,Homme,Modéré,81.4
56,193,Homme,Modéré,89.2
41,163,Femme,Modéré,65.8
57,196,Femme,Sédentaire,102.5
37,158,Homme,Actif,77.0
26,141,Homme,Modéré,45.2
40,161,Homme,Sédentaire,51.9
17,159,Femme,Actif,59.1
49,172,Femme,Sédentaire,62.7
34,147,Homme,Sédentaire,53.5
18,164,Femme,Modéré,48.7
11,185,Homme,Modéré,99.6
24,148,Homme,Actif,53.8
59,173,Homme,Actif,50.7
12,196,Homme,Modéré,76.3
58,162,Femme,Sédentaire,64.2
45,144,Femme,Modéré,52.9
13,194,Homme,Actif,68.4
23,164,Femme,Sédentaire,64.9
50,147,Femme,Sédentaire,34.9
50,155,Homme,Sédentaire,52.2
34,193,Femme,Modéré,94.4
67,187,Homme,Modéré,71.1
64,184,Homme,Actif,59.2
59,191,Homme,Sédentaire,81.9
19,154,Homme,Sédentaire,47.9
30,140,Femme,Modéré,46.8
45,161,Homme,Actif,50.1
21,142,Femme,Actif,39.7
36,177,Homme,Sédentaire,49.9
49,193,Homme,Modéré,83.8
11,153,Femme,Sédentaire,50.4
63,175,Homme,Modéré,56.5
22,157,Femme,Actif,55.7
62,186,Femme,Sédentaire,86.8
41,180,Homme,Sédentaire,69.2
40,157,Homme,Sédentaire,56.2
25,142,Homme,Actif,46.0
41,149,Homme,Sédentaire,40.8
41,188,Homme,Actif,99.6
69,178,Homme,Modéré,65.2
43,186,Femme,Actif,82.9
20,140,Femme,Modéré,47.6
19,166,Homme,Actif,59.5
24,196,Femme,Actif,91.5
26,166,Femme,Sédentaire,62.7
49,150,Homme,Actif,39.9
27,188,Homme,Sédentaire,74.2
64,144,Femme,Modéré,41.8
18,146,Homme,Modéré,43.9
34,158,Femme,Sédentaire,45.2
49,196,Homme,Modéré,97.5
68,195,Femme,Actif,101.9
23,168,Femme,Sédentaire,70.4
69,154,Femme,Sédentaire,61.2
67,174,Femme,Sédentaire,63.5
34,186,Homme,Modéré,69.5
59,176,Homme,Modéré,60.9
31,194,Femme,Actif,90.1
61,151,Femme,Actif,51.7
39,169,Homme,Sédentaire,62.2
29,159,Homme,Actif,65.4
30,176,Femme,Modéré,71.9
53,142,Femme,Actif,39.3
41,148,Femme,Modéré,43.7
60,197,Femme,Actif,93.3
55,180,Femme,Modéré,81.4
58,178,Homme,Modéré,74.9
65,165,Femme,Actif,75.4
30,141,Homme,Actif,53.5
44,162,Homme,Modéré,61.2
67,162,Homme,Sédentaire,51.1
41,198,Femme,Actif,70.8
39,160,Homme,Modéré,53.3
64,155,Homme,Actif,58.3
48,148,Homme,Actif,60.2
58,152,Homme,Actif,53.7
21,167,Femme,Actif,71.1
50,166,Femme,Actif,58.6
56,190,Homme,Sédentaire,86.2
27,191,Homme,Sédentaire,89.3
30,156,Femme,Sédentaire,39.1
22,177,Femme,Modéré,65.0
30,175,Femme,Sédentaire,76.1
17,140,Homme,Sédentaire,44.7
55,157,Femme,Modéré,45.4
49,190,Homme,Sédentaire,54.2
55,148,Homme,Actif,45.8
16,152,Femme,Sédentaire,50.3
32,179,Homme,Sédentaire,62.0
53,194,Femme,Sédentaire,84.4
41,184,Homme,Actif,79.6
20,154,Femme,Actif,56.9
31,182,Homme,Actif,49.7
31,183,Homme,Actif,60.5
52,185,Femme,Modéré,72.2
34,143,Femme,Actif,48.5
31,172,Femme,Actif,69.4
37,163,Femme,Actif,62.2
38,175,Homme,Actif,63.9
22,190,Femme,Modéré,75.9
27,180,Femme,Sédentaire,64.2
11,149,Homme,Sédentaire,54.0
38,175,Femme,Actif,58.9
30,159,Femme,Actif,62.1
24,180,Homme,Actif,73.3
61,184,Femme,Sédentaire,74.0
36,183,Femme,Sédentaire,67.1
59,150,Femme,Actif,40.4
40,151,Femme,Sédentaire,45.7
24,157,Femme,Modéré,51.8
60,169,Femme,Actif,42.8
32,183,Homme,Actif,71.7
33,187,Femme,Modéré,86.6
53,176,Homme,Modéré,73.4
22,159,Homme,Sédentaire,51.9
31,164,Homme,Modéré,59.5
52,151,Homme,Actif,46.4
46,160,Femme,Sédentaire,57.5
42,164,Femme,Modéré,71.6
65,150,Femme,Sédentaire,56.0
12,148,Homme,Sédentaire,51.6
63,189,Femme,Sédentaire,73.3
28,164,Femme,Sédentaire,65.2
32,174,Femme,Modéré,51.3
38,191,Homme,Actif,77.5
39,171,Homme,Actif,69.5
48,188,Femme,Modéré,85.6
53,153,Homme,Actif,56.2
56,140,Homme,Sédentaire,44.9
34,156,Femme,Sédentaire,52.1
46,164,Homme,Sédentaire,63.5
56,198,Homme,Modéré,75.0
17,147,Femme,Sédentaire,42.1
51,144,Homme,Sédentaire,46.0
67,144,Homme,Modéré,46.7
25,180,Homme,Sédentaire,53.5
17,174,Homme,Sédentaire,70.7
10,158,Homme,Actif,60.7
53,162,Homme,Modéré,57.1
14,148,Homme,Sédentaire,63.8
12,193,Homme,Sédentaire,74.3
10,169,Femme,Sédentaire,59.7
13,189,Femme,Sédentaire,74.4
49,155,Femme,Actif,52.3
44,172,Femme,Actif,62.2
41,141,Homme,Actif,35.3
51,153,Femme,Actif,47.7
43,185,Femme,Modéré,74.3
52,140,Homme,Sédentaire,50.3
34,165,Homme,Actif,77.9
19,197,Homme,Sédentaire,100.9
30,164,Homme,Modéré,52.9
55,155,Homme,Sédentaire,47.8
48,154,Femme,Sédentaire,51.0
36,165,Homme,Actif,74.5
36,186,Femme,Actif,74.4
11,183,Femme,Modéré,60.3
50,155,Homme,Sédentaire,49.2
57,153,Femme,Actif,56.8
22,168,Femme,Actif,67.9
18,163,Homme,Actif,56.9
61,186,Femme,Modéré,83.2
45,194,Femme,Sédentaire,57.1
31,154,Femme,Actif,52.9
51,158,Homme,Sédentaire,61.4
35,147,Homme,Modéré,42.1
67,173,Homme,Sédentaire,58.3
63,141,Femme,Actif,32.6
21,166,Homme,Sédentaire,73.8
26,149,Femme,Sédentaire,44.0
23,174,Homme,Modéré,68.8
23,162,Femme,Modéré,62.5
66,188,Homme,Sédentaire,93.8
43,147,Homme,Sédentaire,46.5
62,167,Femme,Sédentaire,56.8
66,162,Homme,Modéré,59.1
29,143,Femme,Modéré,52.9
20,153,Homme,Sédentaire,50.3
25,192,Homme,Modéré,70.5
60,181,Femme,Actif,56.9
40,168,Femme,Modéré,51.8
64,140,Femme,Modéré,48.2
15,143,Homme,Modéré,43.0
65,171,Femme,Actif,59.0
28,172,Homme,Actif,58.7
46,188,Femme,Actif,78.7
67,165,Femme,Sédentaire,57.9
13,156,Femme,Sédentaire,51.5
56,178,Femme,Actif,82.5
13,162,Femme,Sédentaire,69.8
29,171,Femme,Sédentaire,50.2
19,191,Homme,Sédentaire,83.8
33,154,Femme,Actif,46.6
63,152,Homme,Modéré,49.1
44,199,Femme,Actif,90.8
35,141,Femme,Actif,42.5
46,199,Femme,Sédentaire,89.9
47,158,Homme,Sédentaire,60.0
30,163,Homme,Modéré,60.8
63,184,Femme,Modéré,67.9
49,163,Homme,Modéré,53.4
48,150,Femme,Modéré,39.8
30,198,Femme,Actif,76.2
19,161,Homme,Modéré,72.3
47,154,Homme,Actif,46.5
55,149,Homme,Sédentaire,40.9
13,180,Homme,Modéré,74.4
69,166,Femme,Sédentaire,59.7
66,199,Homme,Sédentaire,84.8
54,148,Homme,Actif,57.4
29,191,Femme,Modéré,86.3
26,167,Homme,Actif,56.9
64,140,Homme,Sédentaire,40.6
16,156,Homme,Modéré,49.9
13,170,Homme,Sédentaire,71.2
38,183,Femme,Sédentaire,70.6
23,149,Femme,Modéré,36.9
12,176,Homme,Modéré,67.7
33,168,Homme,Modéré,49.1
46,157,Femme,Actif,70.4
25,186,Homme,Actif,66.1
67,177,Homme,Sédentaire,67.4
64,178,Homme,Modéré,72.2
61,188,Homme,Sédentaire,74.7
13,145,Homme,Sédentaire,44.4
65,179,Homme,Sédentaire,74.5
33,151,Homme,Sédentaire,60.6
43,192,Homme,Sédentaire,89.6
39,153,Homme,Modéré,61.9
27,183,Femme,Actif,63.2
28,194,Femme,Modéré,86.4
40,149,Femme,Modéré,49.9
69,193,Homme,Modéré,85.9
69,159,Homme,Actif,66.1
28,154,Femme,Actif,50.6
58,170,Homme,Actif,60.1
55,146,Femme,Modéré,50.3
28,197,Homme,Actif,64.7
31,180,Femme,Sédentaire,69.0
33,149,Femme,Actif,47.9
54,149,Femme,Modéré,42.7
21,187,Homme,Modéré,88.0
39,178,Femme,Sédentaire,59.6
67,167,Homme,Actif,60.2
47,169,Homme,Actif,65.3
62,176,Homme,Sédentaire,80.7
40,194,Homme,Modéré,82.7
45,142,Homme,Modéré,50.0
28,189,Homme,Actif,86.1
57,182,Homme,Actif,74.1
54,154,Femme,Actif,44.4
45,160,Femme,Actif,45.3
39,191,Femme,Actif,81.4
64,176,Homme,Modéré,63.1
58,195,Homme,Modéré,94.1
64,151,Homme,Modéré,55.3
42,143,Homme,Modéré,43.9
27,186,Femme,Sédentaire,64.1
61,148,Homme,Modéré,51.5
58,178,Femme,Sédentaire,60.0
68,181,Homme,Modéré,64.6
37,167,Femme,Actif,53.2
68,162,Homme,Actif,56.6
56,184,Femme,Actif,86.4
20,179,Homme,Sédentaire,70.4
66,183,Femme,Modéré,69.2
69,161,Homme,Modéré,45.2
63,163,Femme,Sédentaire,62.9
54,190,Femme,Sédentaire,71.0
42,197,Homme,Sédentaire,86.7
26,165,Femme,Sédentaire,57.0
15,169,Homme,Sédentaire,70.0
13,172,Homme,Actif,63.7
29,155,Homme,Modéré,52.4
57,161,Femme,Sédentaire,60.8
56,188,Femme,Actif,100.1
36,196,Homme,Sédentaire,94.8
24,189,Homme,Actif,77.6
15,182,Femme,Sédentaire,72.9
56,157,Femme,Modéré,50.3
23,146,Femme,Sédentaire,40.8
69,189,Homme,Sédentaire,72.7
20,165,Homme,Modéré,53.6
48,147,Homme,Modéré,51.8
18,145,Homme,Sédentaire,39.5
35,169,Homme,Modéré,74.3
25,178,Femme,Modéré,76.9
14,162,Homme,Actif,57.9
66,171,Femme,Modéré,64.3
61,161,Femme,Modéré,52.7
19,181,Homme,Sédentaire,74.7
59,182,Femme,Sédentaire,83.7
12,196,Homme,Actif,76.4
22,184,Femme,Sédentaire,58.9
52,148,Homme,Modéré,52.8
58,170,Homme,Modéré,66.4
39,146,Femme,Modéré,39.7
63,148,Homme,Sédentaire,43.4
54,152,Femme,Modéré,44.9
15,197,Homme,Modéré,76.9
26,142,Homme,Actif,42.4
68,174,Homme,Actif,64.2
54,172,Femme,Actif,59.3
60,160,Femme,Sédentaire,50.5
62,170,Homme,Modéré,61.6
28,191,Femme,Modéré,82.1
51,173,Homme,Modéré,63.0
44,171,Femme,Actif,74.5
55,196,Femme,Modéré,90.4
35,174,Homme,Modéré,52.2
60,154,Homme,Modéré,55.9
14,195,Homme,Modéré,90.6
38,171,Homme,Modéré,60.5
46,145,Homme,Sédentaire,36.8
29,184,Femme,Modéré,74.6
58,160,Femme,Sédentaire,56.3
30,172,Homme,Modéré,55.1
19,171,Homme,Sédentaire,51.6
14,191,Homme,Modéré,79.3
45,158,Femme,Modéré,53.2
15,172,Homme,Modéré,61.4
35,167,Homme,Modéré,60.7
13,170,Femme,Actif,54.0
48,160,Femme,Modéré,53.0
48,193,Femme,Sédentaire,87.9
59,173,Femme,Actif,62.7
44,154,Homme,Actif,40.3
10,153,Femme,Modéré,48.2
33,158,Femme,Sédentaire,46.9
66,182,Homme,Sédentaire,75.5
45,154,Homme,Actif,54.4
15,145,Homme,Sédentaire,35.8
50,191,Femme,Modéré,88.6
63,148,Homme,Modéré,40.9
55,176,Femme,Modéré,82.6
69,159,Femme,Modéré,55.2
53,173,Femme,Modéré,54.7
69,177,Homme,Actif,58.2
66,165,Femme,Modéré,62.7
40,157,Homme,Modéré,51.3
29,167,Homme,Actif,60.5
33,194,Homme,Actif,101.0
34,190,Femme,Actif,71.8
45,148,Femme,Sédentaire,48.6
30,171,Femme,Sédentaire,76.8
39,198,Homme,Modéré,89.4
33,192,Femme,Modéré,63.3
53,195,Femme,Modéré,89.4
51,198,Femme,Sédentaire,72.6
39,145,Femme,Modéré,55.1
31,153,Femme,Modéré,45.7
37,167,Homme,Sédentaire,86.2
16,197,Homme,Actif,102.5
44,163,Homme,Sédentaire,52.1
64,152,Homme,Modéré,51.0
37,182,Femme,Sédentaire,80.4
23,151,Homme,Actif,55.5
65,190,Femme,Actif,84.2
19,158,Homme,Actif,64.3
25,160,Homme,Actif,55.4
25,166,Homme,Actif,57.6
63,197,Femme,Actif,81.3
40,158,Femme,Modéré,61.3
51,163,Homme,Modéré,61.4
34,165,Femme,Sédentaire,62.3
22,184,Homme,Modéré,82.6
15,167,Homme,Actif,44.2
53,185,Homme,Modéré,78.5
18,195,Femme,Sédentaire,86.1
54,157,Homme,Actif,66.6
45,183,Homme,Modéré,58.3
65,175,Homme,Modéré,81.7
52,181,Femme,Sédentaire,72.8
29,168,Homme,Actif,66.2
27,156,Femme,Sédentaire,65.8
67,143,Homme,Actif,48.4
52,183,Femme,Actif,77.7
66,184,Homme,Modéré,76.9
30,198,Homme,Sédentaire,80.6
13,168,Femme,Sédentaire,61.9
59,143,Femme,Sédentaire,40.6
42,149,Homme,Actif,48.5
36,164,Femme,Sédentaire,40.3
16,170,Homme,Actif,67.3
15,142,Homme,Sédentaire,43.6
24,186,Homme,Sédentaire,72.6
27,141,Femme,Modéré,45.0
41,196,Homme,Sédentaire,68.0
65,164,Femme,Modéré,74.7
20,188,Homme,Modéré,76.7
29,145,Femme,Actif,45.3
33,165,Femme,Sédentaire,52.0
24,147,Homme,Sédentaire,47.7
57,174,Femme,Sédentaire,79.2
16,166,Homme,Modéré,69.2
30,164,Homme,Sédentaire,66.1
51,157,Homme,Actif,58.3
35,193,Homme,Actif,77.9
53,140,Homme,Sédentaire,34.6
65,187,Femme,Modéré,74.8
23,178,Homme,Actif,67.5
66,142,Femme,Actif,50.7
46,194,Femme,Modéré,86.3
67,143,Homme,Actif,54.9
30,180,Femme,Modéré,82.9
27,176,Homme,Actif,63.9
14,190,Femme,Modéré,60.0
12,154,Femme,Actif,62.0
32,147,Femme,Sédentaire,56.4
35,177,Homme,Actif,56.1
46,189,Femme,Actif,94.8
33,158,Homme,Sédentaire,57.8
58,195,Femme,Sédentaire,85.5
28,186,Femme,Sédentaire,92.9
60,165,Femme,Sédentaire,70.9
34,178,Femme,Modéré,75.9
30,149,Homme,Modéré,52.0
21,177,Homme,Actif,74.7
66,153,Femme,Actif,48.7
50,188,Femme,Actif,77.2
42,180,Homme,Modéré,62.5
59,158,Homme,Actif,52.4
62,169,Homme,Actif,59.7
13,144,Homme,Modéré,41.7
51,194,Femme,Actif,84.3
66,170,Femme,Modéré,60.8
16,146,Homme,Modéré,50.1
31,158,Homme,Sédentaire,42.8
64,170,Homme,Sédentaire,62.6
42,191,Homme,Modéré,81.7
26,197,Homme,Modéré,81.8
33,178,Homme,Sédentaire,68.1
43,163,Femme,Actif,45.8
37,173,Femme,Actif,69.0
67,196,Femme,Actif,92.0
52,162,Homme,Modéré,61.6
50,187,Homme,Sédentaire,87.8
48,184,Homme,Actif,76.5
31,179,Femme,Sédentaire,75.1
58,145,Homme,Sédentaire,47.2
26,177,Homme,Modéré,75.4
43,180,Femme,Actif,55.9
15,175,Homme,Sédentaire,59.2
55,166,Femme,Modéré,73.7
15,150,Femme,Modéré,33.8
43,144,Homme,Modéré,44.7
10,196,Femme,Actif,98.0
19,156,Homme,Actif,52.9
30,191,Femme,Modéré,75.8
14,146,Homme,Actif,47.7
11,166,Femme,Actif,57.7
31,186,Homme,Sédentaire,76.4
57,196,Femme,Modéré,76.6
66,154,Femme,Modéré,60.1
11,185,Femme,Actif,89.9
19,152,Homme,Modéré,49.9
43,150,Homme,Modéré,40.1
25,199,Femme,Modéré,80.9
57,184,Homme,Actif,72.6
60,165,Femme,Actif,64.0
48,161,Homme,Actif,49.2
31,167,Femme,Sédentaire,54.9
21,163,Homme,Modéré,62.5
33,168,Femme,Sédentaire,70.0
56,148,Femme,Actif,44.1
49,181,Femme,Sédentaire,59.0
47,143,Femme,Modéré,65.1
69,188,Homme,Modéré,86.1
68,185,Femme,Actif,72.6
19,195,Homme,Actif,93.6
44,157,Homme,Sédentaire,53.3
60,182,Femme,Actif,81.5
58,155,Homme,Sédentaire,54.0
41,172,Homme,Modéré,65.9
16,168,Homme,Modéré,61.1
30,178,Femme,Modéré,55.9
29,199,Homme,Modéré,110.1
35,149,Homme,Modéré,42.6
13,148,Femme,Sédentaire,39.3
55,198,Femme,Modéré,83.7
61,170,Homme,Sédentaire,55.2
31,167,Femme,Modéré,60.9
24,199,Homme,Sédentaire,95.3
65,196,Homme,Sédentaire,96.0
49,142,Homme,Sédentaire,49.3
30,193,Femme,Actif,78.5
24,194,Homme,Sédentaire,83.4
31,153,Femme,Sédentaire,54.4
61,197,Femme,Modéré,64.9
37,164,Homme,Sédentaire,63.8
23,154,Femme,Sédentaire,41.8
36,141,Femme,Actif,55.9
50,163,Femme,Modéré,55.2
49,153,Femme,Actif,50.2
67,187,Femme,Actif,68.9
37,146,Homme,Actif,42.9
35,175,Femme,Sédentaire,88.3
58,189,Homme,Actif,88.7
11,163,Homme,Actif,46.1
34,166,Homme,Modéré,73.1
65,176,Homme,Modéré,79.2
12,177,Homme,Modéré,66.3
17,169,Homme,Modéré,65.5
53,166,Femme,Actif,60.5
42,178,Femme,Modéré,88.5
51,154,Femme,Sédentaire,46.5
61,165,Homme,Actif,61.1
44,140,Femme,Modéré,40.6
15,195,Femme,Actif,67.3
48,143,Femme,Modéré,58.4
61,168,Homme,Actif,52.1
32,196,Femme,Modéré,87.1
34,140,Homme,Sédentaire,32.9
68,182,Femme,Modéré,68.9
59,189,Homme,Actif,83.1
52,185,Homme,Actif,66.8
28,161,Homme,Sédentaire,61.6
14,150,Femme,Actif,47.7
60,149,Femme,Sédentaire,56.6
20,198,Homme,Actif,102.3
65,156,Femme,Actif,49.3
21,175,Homme,Sédentaire,68.1
19,195,Homme,Actif,85.7
17,186,Femme,Actif,82.5
33,165,Femme,Sédentaire,60.0
69,187,Femme,Modéré,78.9
37,160,Homme,Sédentaire,54.5
50,152,Homme,Actif,51.6
45,148,Femme,Modéré,56.7
46,150,Homme,Modéré,53.9
30,150,Femme,Modéré,54.2
17,145,Homme,Sédentaire,50.8
64,140,Femme,Modéré,42.2
18,193,Femme,Modéré,85.5
56,145,Homme,Modéré,39.4
24,152,Femme,Actif,59.6
57,161,Femme,Sédentaire,38.9
55,195,Homme,Sédentaire,82.7
49,170,Femme,Actif,73.5
27,161,Homme,Modéré,46.4
51,176,Femme,Actif,71.9
69,186,Homme,Actif,69.0
29,166,Femme,Modéré,57.6
15,189,Femme,Modéré,88.7
21,191,Femme,Sédentaire,82.4
11,153,Femme,Modéré,37.2
16,186,Homme,Actif,66.0
25,197,Homme,Actif,96.7
12,144,Homme,Modéré,48.4
54,197,Homme,Sédentaire,105.7
12,175,Homme,Actif,82.8
36,171,Homme,Modéré,61.3
59,173,Homme,Sédentaire,88.3
52,146,Femme,Sédentaire,47.1
49,181,Femme,Actif,62.6
47,187,Femme,Actif,70.3
42,149,Femme,Sédentaire,33.8
37,189,Homme,Sédentaire,95.8
10,156,Homme,Sédentaire,65.2
64,169,Homme,Modéré,54.1
17,160,Femme,Actif,54.6
46,199,Homme,Sédentaire,88.3
41,152,Femme,Actif,44.2
69,140,Homme,Actif,32.8
57,140,Homme,Actif,41.9
52,186,Homme,Sédentaire,72.8
46,172,Homme,Modéré,61.6
13,177,Femme,Sédentaire,71.0
39,164,Femme,Actif,70.7
15,165,Homme,Sédentaire,57.4
55,152,Femme,Sédentaire,52.0
63,198,Homme,Actif,94.8
28,167,Homme,Actif,66.0
41,172,Homme,Sédentaire,59.6
18,176,Homme,Sédentaire,69.0
21,180,Femme,Sédentaire,76.6
20,169,Homme,Sédentaire,53.2
55,196,Homme,Modéré,99.1
64,188,Femme,Sédentaire,92.9
25,187,Homme,Modéré,69.3
10,147,Femme,Actif,48.8
54,188,Homme,Modéré,84.6
64,186,Homme,Actif,70.4
62,195,Homme,Modéré,89.1
30,140,Homme,Actif,44.1
39,151,Homme,Sédentaire,40.1
22,144,Homme,Modéré,48.5
43,163,Femme,Modéré,49.7
13,145,Homme,Actif,52.2
37,164,Femme,Actif,53.8
47,140,Femme,Modéré,42.2
67,164,Homme,Actif,70.2
40,140,Femme,Sédentaire,46.0
68,171,Homme,Modéré,54.9
64,181,Femme,Sédentaire,62.1
36,181,Homme,Modéré,66.2
14,142,Femme,Sédentaire,46.7
34,188,Femme,Modéré,81.6
12,158,Homme,Actif,48.6
42,199,Femme,Modéré,73.3
13,182,Homme,Sédentaire,75.7
34,168,Homme,Modéré,60.6
29,189,Homme,Sédentaire,101.7
43,141,Homme,Sédentaire,44.0
35,148,Homme,Sédentaire,60.1
14,195,Femme,Actif,70.3
44,156,Femme,Modéré,42.1
37,199,Femme,Sédentaire,73.8
38,185,Homme,Actif,87.5
18,175,Femme,Sédentaire,83.5
61,156,Femme,Modéré,47.8
47,188,Femme,Actif,72.9
59,151,Femme,Sédentaire,42.2
15,199,Femme,Sédentaire,65.6
28,159,Homme,Sédentaire,61.1
69,189,Homme,Modéré,81.0
53,142,Femme,Actif,44.4
66,182,Homme,Actif,59.0
20,196,Homme,Actif,103.4
11,189,Femme,Sédentaire,73.2
56,143,Femme,Actif,48.3
53,156,Homme,Sédentaire,42.9
53,189,Femme,Modéré,76.5
18,176,Homme,Actif,70.9
30,185,Homme,Sédentaire,78.7
33,181,Femme,Actif,73.6
43,154,Homme,Actif,55.7
31,172,Homme,Modéré,55.1
12,155,Homme,Actif,54.3
21,150,Femme,Modéré,50.3
37,194,Femme,Actif,85.4
